clear_tweet;sentiment
Sorosokesoro SEE HOW MICHELLE OBAMA and others Ladies look fabulous at biden inauguration US inaugurationWa covbgeiKjUjr;0.4
AfamDeluxo SEE HOW MICHELLE OBAMA and others Ladies look fabulous at biden inauguration US inaugurationWatch cojlr4RipeYG;0.4
JackPosobiec myridea Trump wasnt that bad after all was he Biden will destroy America;-0.44999999999999996
Why has The White House been on complete BLACKOUT all night As far as I am aware this rarely if ever happens coWm9x3a1BSg;0.15
Senile old coot needs pudding and naps Biden is the only president weve ever wanted less fromhe screws up eve cotHJyyO0Wko;-0.022222222222222216
Bidens administration criticized for removal of WinstonChurchills bust from Oval Office coaYfqhNWd8E;0.0
Blacks in Europe be like antifa trump antifascist blacklivesmatter blm maga antifascista socialism coVkCLfqYrXt;0.0
This Weeks Must Read US Presidentelect Joe Biden released a long list of agency actions his administration coN21EcYhPxv;-0.05
TheAmandaGorman Words matter Bravo for using it for good Still thinking of your poem TheHillWeClimb Reading i co6HtiQL6m42;0.7
Uh uh uh biden coX5EWoVtugB;0.0
First pictures of Trump after he had to resign by force ampgive whithouse to bidencoz media hates him tswHe sti cooo3rlzvKSx;0.25
Biden Pollak Biden Kills Up to 70000 Jobs on First Day in Office CarlaChamorros kimKBaltimore PamelaGeller coFo2FEAVoJK;0.25
PoserAssigning minority is now on trend Does not matter if they are good should not use for seeking popularit co1ZHAYdWLQe;0.7
take action bidenstop genicide on tgrayan cotftLJA5Cf4;0.1
POTUS JoeBiden childtrafficking goes beyond politicsBut Government officials ARE involvedLets hope Biden cofyr0P6bdun;0.0
So Biden will TaxCorporations at a higher rate Where do they get the money to pay the taxes From working co6JZfa5Xdf3;0.25
Japan has become increasingly concerned about Chinese activity in the East China Sea including incursions into wa couPyLQb4zHH;0.0
Debt Rattle January 24 2021 Bezos Biden COVID19 crash Eurostar HCQ impeachment India ivermectin SCOTUS coz8Og5f88oA;0.0
CCPChinaWatch ByronWan Having already urged CCP China lets see whats next from Biden adminTaiwan;0.0
This letter is Trumps letter for Biden What do you thinkTrump TrumpsNoteToBidenSaid Biden cobvpzuTr0Cw;0.0
So much for Build back better I suggest Biden s new tagline be Change nothing helping people costs money coJSjI3DaaoA;0.20909090909090908
And David says Let their table become a snare and a trap A stumbling block and a recompense to them Let their e coxrtnUeafmA;0.0
He created bipartisan between US people History will not forget him as a chaos maker president Trump Biden coBWN3opeGob;0.0
US Congresswoman Lauren Boebert has introduced a bill to overturn President Joe Bidens federal mask mandate corEfODBncgT;0.0
KaitMarieox Can not hit the Likelove button enough WorstPresidentEver Biden;0.0
when they ask me when do you want to sell your BItcoinEven with the recent decline from its highs coming cl coAXhySqcvOb;0.0
NorthmanTrader Level of corruption in America beyond unthinkable It has nothing to envy to third world countrie cooVUjrmbDq2;-0.025
I stand with Navalnyi Biden supporters afraid to do the same Cowards;-0.3
ElspethElspeth Hello is that President Tum Biden Have I got through Last time it was a cleaner I think f coka2jbDFW6y;0.0
President Biden wears a RolexSo fing whatNo one said a word when Trump charged ustaxpayers 142 million t coUR4i6HSmG1;0.0
Its OK Biden is president ignore it rainbows and flowersLiberalBluePill cojvFRwVWF1L;0.5
Ohio restaurant owner rips Bidens embrace of 15 minimum wage as bad for businessNews Office Ohio Biden coAZn6VUaufN;-0.6999999999999998
Biden all IllegalAliens in Custody to be released 7145 of whom are convicted criminals or have pending coHcBQ0ycqDe;0.0
Check out cohtaMbMe2aAs Fauci Uncensored FauciBidenMeidasTouchvideo TikTok colm1YXqsDgz;0.0
Yes America needs civil leadership but had it not been for COVID19 Trump would have won again Can only hope tha coKOi5DoTsjG;0.0
Singapore Friends Romans countrymen lend me your ears the one where Rachel amp Ross make that cooUu3QNME6c;0.0
CNNPolitics The few that did vote biden r starting to realize what a huge mistake they just made Starting to re codOlDzeFUmE;0.05000000000000002
Dont blame BidenBlame his supportersBiden Stops Trump Order To Slash Price Of Insulin EpiPen couFSGoQAMHq;0.0
Kamala Harris slept her way to the top What an inspiration to girls everywhere co5nwIpJV2tm cofpr4pQdIk9;0.5
Americas days of reckoning DOSSIER gtPandemic tasks for the Biden team cojOvDLrEiHwgtLa settima co3zNdNgq3UX;0.0
coEMHWqiQYtn Now people have celebrated the demise of Trumpy McTrumpface the spotlight is on the Democra coGeaHi2oeyU;0.35
Welp Biden has certainly hit the ground running executiveorders coRirwBUaMb0 coXF3qxMZHZI;0.21428571428571427
Can we swap with America please and have Joe Biden as our prime ministerThis guy actually speaks some sense coUAAtqjrO0K;0.0
Farmers FarmersProtest FarmerBill2020 farmlaws Covid19 0909 NoRepealNoGharWapsi sunday coY2yNKCwvjw;0.0
ananavarro President Biden is calling for unity Will Washington listen Analysis CNN coAYuNOo7EJO;0.0
When is biden going to appoint more women who self identify as a label machineIm disgustedTheres a lot of wo coy7N4ny2fvG;0.5
Watch the US people behaviour with the doll of Trump in street Thats really funnyTrump co88l4tE7OCN;0.2
Jobs for Americans or 16 million new illegals w amnesty Biden chose illegals zero for blacks n native Americans;0.13636363636363635
Can anyone help or offer advice on how to make fundraising successful I only have 3000 to raise Unfortunately i coAm4GrGTnrm;0.08333333333333333
The world now has to face up to the Biden presidency And it isnt looking good cowDonwlhoe4;0.7
PerspectivesJohnson Biden USA UK co1uQz8zoZYh;0.0
Heres everything you need to know about KamalaHarris and how shes making history already cokkwpjc10oZ;0.0
Chief executive Bidens mental object of administering one bajillion coronavirus shots a day for the incoming 100 coNZe2zOLT1p;-0.1
UnitedStates wondering about the US trend towards withdrawal from global affairs and how that could evolve coVOpXhTHCK0;0.0
Visit Our Website co5dKBbvvBufnirvanian Biden Trump Washington Nirvanablack blackpeople coMa3k6ByMlk;0.0
Wait til the Democrats get control of the Supreme Court too then theyll be utterly helplessBiden BidenHarris cobYfVIU4ywU;0.0
The Biden Buyin What this means for Philippine Businessbusinessnews negosyantenews business entrepreneur coDuHolOquZF;0.0
Johnsons Trumpism definitely goes down well in Washington Biden loves him His fake celebration of getting coeichd0XPe5;-0.21851851851851853
12 years on Twitter seems like a lifetime especially the last 12 months Anniversary Pandemic Trump Biden;0.0
YusefforPeace Yeah go Biden;0.0
fauci trump biden Dr Fauci glowup coFs4WNGusvK;0.0
KenRoth Biden must stand strong against CCP China;0.4333333333333333
Biden received a destructive government from TrumpThis pic shows the first day in White HouseTrump cohccSvWcedZ;-0.11666666666666665
Stuff such as this makes me mad all over again but I know that it will happen for the good coCBhHuEvuMo Biden epa;0.024999999999999984
Biden sucks co4cJly34PQp;-0.3
Pedophile Biden Repent Pharisee Pelosi Repent Cheater Schumer Repent;0.0
politics Links to POLITICS in 2021 Trump impeachment BidencoMooi77IXA7;0.0
globaltimesnews QuincyInst Do you really believe its up to Biden with ten of thousands of hateful secretaries a co2xbnngQAYc;0.1
I presume the caption isCome back Donald I know weve had our moments but have you seen how the new guys trea coWKYIpEUWvO;0.06818181818181818
Fears grow that the Bitcoin bull run is over after surprise corrections Ether briefly hits a new alltime high coLOOKBbRG1v;0.0987878787878788
BidenErasedWomen Biden BidenHarris Pedo Joe loves little girls coWU57qivV5g;-0.1875
Britain still a long way from easing virus lockdown minister saysbreakingnews news china trump biden photo coOyiyues2iS;-0.05
Its the opposite of progressGet ready for being raped predated upon dismissed as inferior to menBiden is a coT0F62RAhIz;0.1
People seem to be confusing strategic relations between USA and UK and personal ones between Biden and Johnson coAne0C5EFQu;-0.15
It took ages to overcome objections to Brexit ie to impose a deal that appeased the Tory right Thus cutting coBc28dzaKv7;-0.15714285714285714
Trying to be on the right side of history in DC DCRiot InaugurationDay2021 USCapital USArmy Biden Trump coNnMfH75x4I;0.2857142857142857
How will Biden address digital currencies The short answer will be addressed at some point in the future covaSTJvpZ9l;0.0
The Hill We Climb the Amanda Gorman poem that stole the inauguration show coDPF2X2SwmW poetry coYdshOItHBH;0.0
Glad to announce that THE BOY SCOUT is out now See the teaser version at col2pds2b7w2 Theres also a coogw4ntU3m7;0.5
The 3 points of happiness It is so true Biden co9eIAmA94ET;0.5249999999999999
BidenHuman or NOTcotiBzL72NCk information video viaBamilyF co6KHiOPqDsw;0.0
The US divided Trump legacy leaves devastating split in families amp Biden will fair no better in healing it th co78AGSU8pWI;-0.18333333333333335
In Germany we call it wirhabenplatz and RefugeesWelcome Biden coXYCX189tCi;0.0
Biden He became president for 145 million 145 million dollars were distributed by anonymous people to the suppo coxwV91f4E8M;0.0
iamJilly You truly wont regret hearing thismetooinceste Biden PresidentcoX4nWCEdtlO;0.0
Now we bully The president into classifying the KKK as a terrorist organization Along with other white supremacist coEaqUqm7C1p;-0.0625
Once again we behave like a child with an attention deficit on this issue It appears even Brexit has failed to ma co9IebvsgeXi;-0.5
A look at Joe Bidens deep faith co94FWcz5E2h;0.0
Biden put a freeze on Trumps insulin and EpiPen order oh my God how much is it going to cost these poor people wh comkyVZhvF1j;-0.1
Biden halting deportations for 100 days cofbEP0YhIsw;0.0
US ForeignPolicy Under Joe Biden Does Not Look Promising corJKq6ZYmDk via YoureAllDunces;0.2
What a load of bollox from Lord RenwickHe said Biden amp Pelosi are Pro BritishHa Ha HaBiden will absolutely sha coTUgqjqhDPk;0.2
CHEATER CHINA NOT PUNISHED BY TRUMP TRUMP LOST ELECTIONS BY VISIBLE ENEMY CHINA INVISIBLE CORONA PANDEMIC VIRUS coq7vMb2DYl4;0.0
Before inauguration there was an indoguration for the First Dog MajorMajor Biden a dog whose humans are no ot cosqUk9pNcz4;0.25
will IRI be empowered by Vitamin BBidenVahid Saeedhajjarian AmirTaheri4 AmirTaheri4 SamanthaIrani demon2947 Puolil;0.0
washingtonpost US policy DICTATED by Israel as usual Iran JCPOA Biden;-0.25
I cannot believe Joe Biden wears a Rolex Lost all respect for him choosing Rolex over Omega biden POTUS Rolex omega;0.0
BREAKINGWatching Joe Biden undo everything Trump didactually shows everyone everything Trump did biden WorstPresidentEver;0.0
A Woke Wolf In Centrist Clothing Greg Gutfeld Says Bidens Uplifting Message Is A Fricking Lie cooOFFvpTpar biden;0.0
DevinNunes doj is as corrupt as hell they have many files on racial and disability gender discrimination agains coQrmF5MqiDf;0.0
Undoing Trumps legacy Biden wastes no time in first 100 hours as president cokaziviQF2w coYEMBwkfI74;0.024999999999999994
DisRightsTx doj is as corrupt as hell they have many files on racial and disability gender discrimination again cowXM19LTLA2;0.0
DisRightsTx PRNTexas doj is as corrupt as hell they have many files on racial and disability gender discrimina coXR0MHCNXPG;0.0
ACLU doj is as corrupt as hell they have many files on racial and disability gender discrimination against co9FzHoYsX8T;0.0
JudiciaryGOP doj is as corrupt as hell they have many files on racial and disability gender discrimination agai comg6WdFS4l3;0.0
Its funny that a 59 year old Obama users his johnwayne cowboy voice and talks about a 79 year old Biden like he cof0fyyfy7P5;0.15
MurdochSewerageCo Not wasting moment in amplfying their own repugnant trolling re Bidens cognitionAll those y coAXTCesi7gR;0.6
ReadeAlexandra Will Biden be there for long For someone who hardly campaigned what has he got left stamina;-0.11388888888888889
Which biden do you support usa cocKBtk1G0wQ;0.0
JoAnneSimonBK52 INDBrooklyn jasoneshelly doj is as corrupt as hell they have many files on racial and disabili cockQQ67QRGF;0.0
TV Mossad chief to meet Biden set out terms for overhaul of Iran nuclear deal TimesofIsrael coC7ejjrnbFx;0.0
joebiden cnn foxheadlinesMSNBC Hey everyone lets not visit vegas for a few weeks hey whats up with this coIlt0XRDM3b;-0.2
Two days into the Biden administration and weve gone from Mailin voting is 100 valid and fair and should be use covQx5CJpH2f;0.7
Today is Day 4 of President Joe Biden amp VP Kamala Harris first 100 days in office May God bless them both and may coTt00eaFLKD;0.25
Bidenisnotmypresident Aside the part of Politics I dont recognize as politician to Biden hatred and love co copOFc1Azquh;0.5
Bidens first day at the oval office FelizDomingo HappySunday Biden BidenHarrisInauguration coZVwgdsmeQT;0.25
America is a colony of the rich Zionists Their tradition is similar to that of the English barbariansThe earth h cobyk0ziZjch;0.125
dwnews That was planed He knew about the detention the demonstrationsthe media covering the Eu answer etc Bid cohCamZkYDxb;0.0
NickPye BorisJohnson Probably only the nonces and the progressives see Biden in a hopeful light but then argu coV0LneNDd2x;0.2
LINK co3bptaTjx8l news Opinion america JuddDunning Comedy biden joebiden politics New Unapol cohfIHMwurkA;0.13636363636363635
GiftCee America thought they were Didnt stop Biden stealing the election;0.0
LINK co9OZskj3N8a news Opinion america JuddDunning Comedy biden joebiden politics New Unapol coSqZRqOh9ev;0.13636363636363635
Have a look at this LisaNandy The election was snatched The figures simply do not add upmarr biden coudYTymhAaz;0.0
marr Im LOL at lisanandy trying to blowjob paedo Pres Joe Biden while he says Russia is the biggest threat cojDqZALTsVU;0.8
Biden Not my president marr;0.0
Lol Biden knows exactly who he is and what he stands for according to lisa nandy on marr last time i looked he c coblVr5ZgG3j;0.35000000000000003
Biden administration to unveil more climate policies urges China to toughen emissions targetcoTzKFRPM3oh;0.5
Biden with another busy day ahead coB40W6PYQ9k;0.1
No because theyre all fake or dead Biden BidenCrimeFamilly coelhGN9zMgu;-0.35
The administration is urging a quick confirmation vote in the full Senate saying its critical to get the top memb co8rgpY0SVUK;0.29583333333333334
Biden administration to unveil more climate policies urges China to toughen emissions targetcosd9qId7RmB;0.5
The people of Washington DC have changed from those who dont mask to those who doBiden UnitedStates unity coEze3HUfs6a;0.0
CNN giving handjobs to all biden staff;0.0
openDemocracy To achieve the unity he promises the new President must take on the online platforms that are ra coLV9wV0jRG4;0.13636363636363635
Notorious alQaeda ISIS sponsor LindseyGrahamSC at the US Committee on Foreign Relations gets President coqodFun3wy6;-0.125
johnson getting the first call from Biden is like giving an employee a grand new title instead of a pay rise The EU will get the deals;0.29545454545454547
Judge Jeanine Welcome to the Biden administration home to the new slogan America Last biden whitehouse coH9GIcEEBcR;0.31212121212121213
In their first reported conversation US and Israeli national security advisers have discussed Iran and other regi coGRdDF0Meaq;0.0625
Maybe Biden has won but Trump is a filibuster and has the Supreme Court in his Team coFVJSdXTq6wBiden coI4HgweLIok;0.0
President Biden called the word unity If they cannot unite a major historical change the decline of the United cotQXkeDyZWk;0.03125
Medicare4All COVID19 RevolutionNow Corruption 2 out of 3 Americans feel they CANT AFFORD HEALTH CARE this ye cowlICuR74at;0.0
Africa Has Suffered a Great Deal at the hands of the USA Government and Western Europe What is Bidens Plans coh6zouPwXDI;0.4
America is back Compassionate Biden ramps up Troops Into Syria on First Day As President He is keeping his prom coSyXhifw0dg;0.125
Biden is advised to CONTAIN a well seasoned Putin Will China be different coAOybRgAI3Q;0.125
Sometimes people really do get what they deserve Accelerate Biden coTUFIYOkz4X;0.2
What person wa brain hasnt figured out by now that KamalaHarris was chosen solely bc of her sex race amp ethnici corBe0vBVvFf;0.0
I dont know if you noticed but neither Harris nor Biden was able to run a successful campaign Now were all sup coYldN0BRGYz;0.625
False hopes the crisis will not be solved by slightly nicer capitalism corfWE6s5Ssc Biden BidenHarris marr ridge;-0.2833333333333334
OANN China owns Biden Trump Maga;0.0
Ted Cruz the US Senator for Texas is not happy with President Joe Biden over his decision to eliminate up copESyPY8JMg;-0.4
WalkforLife 2021 Confronts Biden Administration codwjO8Z9ls7 GoogleNewsInit GoogleNewsPost coE3lFux2MD0;0.0
As Biden is inaugurated Kate ONeil asks DSA activist and author Saman Sepehri what challenges and opportunities l co5AH4P1W39l;0.0
Top story JoyceKaram BREAKING Prompt Statement by Biden Administration on Russia Protests condemning harsh coAgcnebwwYB;0.15
Picture 10DowningStreet published of BorisJohnson call with JoeBiden again proves Boris doesnt understand tone coJJ8vfMpzMe;0.3
MaryPoopins5 fred4me85 AshleyPerry42 EXACTLY I started surviving when I saw the emergence of Joe Biden as a can cooL1Kfn4NHG;0.25
thehill This is total BS We thought Viking Head Man was our new leader The leader of the Free World What a disa coGlro2plLng;0.1787878787878788
Why does joebiden hate black teenagers BlackLivesMatter Jobs Biden RandPaul;-0.48333333333333334
20 reasons to celebrate the end of the Trump Presidency CounterBlast cogg6Fy1kTQR Trump Biden marr ridge;0.0
Aluminum Association makes policy recommendations to Biden administrationco3uQ2t8lywWAluminum coSlVkeRI72N;0.0
Climate The EU got its wish when US President Joe Biden issued an order to reenter the coOnzCLEEAMR;0.0
Bidens presidency the warmakers and the antiwar movement in the US coKlUVo61Lt6 Biden StopWar marr ridge;0.0
Medicare4All COVID19 Corruption Biden Biden WEAKENS Healthcare Plan For Insurance Lobbyists co7LGa3OrcrJ via YouTube;0.0
US support for Taiwan rocksolid after China sends warplanes Washington pledges to deepen ties with Taiwan aft co1wzX9epZRz;0.0
EIA Update Part 13 Biden Policy Change Impacts with markfny coEydP0gXXxDBigOil BigData PVN co1Ax6w4ZGHF;0.0
Biden winning campaign was backed by 145 million in socalled dark money donationa type of fundraising cobIqN2nijWf;0.175
WalkforLife 2021 Confronts Biden Administration cofz63UQXULN prolifesf CAProLife PPFA PPact coDuABNXrRnj;0.0
coXz331JarVJBecome part of the ethereum mining revolution accept invitation and start free mining now coNDnnAxMQXX;0.4
Thats quite the oversight there libtards She cant be the first female VP if you want to remove acknowledging gen coVofeE8FfHt;0.125
US President Biden apologises over troops sleeping in underground car parkingFirst Lady Jill Biden brings bi conMFC48bAeL;0.0
The new White House maid does look a bit suspiciousTrump trump2020 WhiteHouse SleepyJoe biden BidenHarris conI0dE1GQEY;0.06818181818181818
No he doesnt Biden only needs to be himself and do his best Hes already a saviour by not being Trump coRzlaL0KtCr;0.5
AirPollutionCOVID19More than 10 fewer EmissionsClimateChange ClimateAction Sustainability USA uk cohUTFyrm1kh;0.0
People I spoke to werent necessarily political before wrote Seddon but what Russia did to Navalny infuriated coWWRs0TwSX1;0.0
Interestingbiden can write using left or right handBidenHarrisInauguration bidendestroys coaDPmW5Ut7p;0.14285714285714285
Bidens LGBTQ Executive Order Is Just the Start Here Are the Other ProEquality Actions the Administration Is T coHt1F3KRsVE;-0.125
co86jq4Wo5WHPremium domainname for saleMake an offer today coZYCyq73F1XEntrepreneur coHgiCyBh5v2;0.0
Wow Biden acknowledging US complicity in slaughtering of innocent civiliansThats refreshingGenocide Yemen coL7qVgZisna;0.3
Joe Biden family locked outside White House due to this act by Donald Trumpformalnews newsupdate dailynews com7G9r0FzNr;-0.041666666666666664
Barred From US Under Trump Muslims Exult in Bidens Open Door unitedstates US coF5NPm84aSM;0.0
SundayHeadlinesJanuary 24 2021StaySafeSource thenationnewspaper thenationnewspaper pdp apc politics comW9O0zTSsx;0.0
coUtrNCbo0WCgrocerydelivery com is 172500 Free escrow paymenttransferMake an offer coSZXKyqdjhw;0.4
Medicare4All COVID19 BidenDavid Sirota Biden CAUGHT Lifting Healthcare Plan From Insurance Companies coqfHHrcFs8R;0.0
Biden betrays voters over 2000 Checks AOC has no power and no leverage left she wants a clean 2000 but s coaAOSPPycXn;0.18888888888888888
Breaking watch Biden closelyhe will have an authoritarian presidency too Folks were mad about Trump and hi coUFwLduysNr;-0.625
WalkforLife 2021 Confronts Biden Administration coysmN4XkaT6 walkforlife JoeBiden WhiteHouse coAYyPI2wAQA;0.0
BuccaneersPackers Previewbreakingnews news china trump biden photobreaknnews buccaneerspackers nfl coe6gaChmvop;0.0
JoeBiden biden take actionStopWarOnTigray stop genocide on tigraystopkilling innocent people in tigray;0.5
Teheheee I voted for biden but I dont understand where my money is confQTEOP3yo;0.0
OH MY GOD Did you hear what TRUMP did today Me neither CheersBiden BidenHarrisObamaTrumpMeltdown comduJJ3ouTn;0.0
CHINA JOE biden JoeBiden china codSnwfUwICH;0.0
Some Americans getting butt hurt about Biden wearing a Rolex Youre gonna have an aneurysm when you see how much co62qszyclri;0.2
Bidens message to all friends of CesarChavez and MLK around the world having your bust in the Oval Office does coNgB6ldZBx1;0.0
Biden Vaticano WashingtonHeights The more we are nearing the perfection of state the more it will bring to lig comIzfuvmucL;0.5
Anonymous donors gave a record 145 MILLION to unofficial groups backing the Biden campaign socalled conjEUiVF5ta;0.0
UPDATE Killing more Texas jobs 2 days 2 attacks on TX energy jobs After killing KeystoneXL pipeline coP5gxkqhuN5;0.5
An early test for Biden But Taiwans sovereign independence must be upheld not just against the CCP but also ag co9by8CZjwcF;0.1
Kamala Harris as president would be terrible thing for the country and for the worldthoughBiden coaQogTCdBsv;-1.0
DouglasKMurray UPDATE Killing more Texas jobs 2 days 2 attacks on TX energy jobs After killing colptFRgMXwv;0.5
Call lasted for around 35 min amp was first conversation Joe Biden had w a European leader as president One thing conUQCpj1KPX;0.125
What are the new US combat troops doing in Syria Are they finally gonna go after Assad to get what they really coSjestSnojY;0.11212121212121212
nila3333 Bidens Top Diplomat Pick on China ThreatUS Secretary of State Blinken said I also believe that Tr coBSHZJNqrG4;0.5
UK PM Johnson is Not Happy with Mr Bidens Stance on TradeBREXIT trade US UK Trump Johnson Biden Saturday coUeJbvhpmi8;-0.4
Even without Trump US democracy looks shaky coW32J2vY5gQUSA Biden Trump election democracy copfUkqa3gEH;-0.3333333333333333
US Senate Finance Committee approved President Joe Bidens nomination of Janet Yellen to be the next treasury sec cobcYwcTmpJ3;-0.05
Biden sworn in Turkey now trying to cozy up to the EU Wonder why EUpoliticians use it whilst u can perfec coQi9efo2Wnp;-0.19999999999999998
Prison Camps for Covid 19 Troublemaker open up now all over Germany Please share Covid19 Biden Lockdown coKhJMLEzOlG;0.0
HELLO BOJO Boris Johnson is the first European leader to receive a phone call from President Joe BidenNEW US Pres coEIaVlppzqc;0.125
Turks that most uncivilised people on this planetStopTerrorism StopErdogan Stopantisemitism Biden coXmVwlEwteg;0.5
Biden appears to be the better candidate However he did write legislation to create mass incarceration running coPagXDLjgxY;0.5
Snow this morning unifying everything for a moment before quickly turning into slush Why has Biden chosen to dis co5sQ9D1QQOn;0.3333333333333333
The Rubbery Faced Puppet Show Maskless Fke Prez for the fake real cowGDUZ4hNF6 via YouTube W coY6gzVszBSf;-0.15
nicetryofficer SueKvanvig A REAL PRESIDENT WHO TAKES CARE OF AMERICANS Biden COVID19;0.2
Is there a term for mega ratiod guardian guardiansport bidenwomensaports coEicSOOpne7;0.0
Amanda Gorman recites stunning poem at Biden inaugurationcowyzk61dw2i coJ7HLlOo0l7;0.5
Who will win tomorrows FACupWembley between ManUtd and LFC coI1tfj6Hw51berniesmittens EPL coOHuAswrpj7;0.8
2 United States President Biden takes the decision to Dep com8LGNgwVnG;0.0
Those who voted for Biden have been screwed;0.0
Biden Johnson Discuss Need for Coordination on Iran coSRkZjbIllq;0.0
From centrist to a RadicalLeftistAgenda in 4 days That Biden kicks some ass co8lEyA0HNEG;0.0
Biden at his best LOL There is NOTHING that can be done to prevent another 200000 Americans from dying in t com6KYWrD6nn;0.9
FEMA would operate up to 100 federally run mass vaccination sites under POTUS plan jrpsaki Biden unitedstates cogTQT1M6Fdr;0.0
Iran calls on Biden to unconditionally lift sanctions;0.0
Uneasy lies the head that wears a crownBiden coGnSGlROXGU;0.0
Algeria AlgerieCoronavirus COVID19 WhiteHouse USAMoroccoWesternSaharaWestern S coEFDb9hBDDv;0.0
America has a chance for change It needs to take it This means completely overhauling the systems of inequit co70iS5qHNEl;0.1
coTWZ2gMEVFXChina testing Biden;0.0
I think its funny people who fell and continue to fall for the same basic principles of groupthink are mocking the coliqvzxUhZY;0.08333333333333333
Biden is already a horrible President And he is not our President after alltrump2021 biden notmypresident;-1.0
Dear MAGA Biden won FuckYourFeelings;0.0
USA BidenThe limits of Bidens plan to rescue US foreign policycoB1Zt3pwx6f;-0.125
She helped fake it JussieSmollett HateCrime HateSpeech falseflag BidenErasedWomen Biden Feminism conG4M0CcPnY;-0.5
Biden passing a death sentence on many with diabetes in the USA Who cant afford insulin coRVJESKxKQ2;0.5
Biden keeps out Democrats with RSS linksObama administration staffer Sonal Sh covwSFYPlYF5;0.0
After signing all those executive actions Biden has cleared his calendar for weekend get away coZw1cMP0bEC;0.0
